lat_dms,lon_dms
41.39726,2.19004
41.393443310769214,2.202323039550153
41.39020750234794,2.199441031469857
41.388045314520596,2.1951278015688382
41.38728603806588,2.1900399999999998
41.388045314520596,2.1849521984311613
41.39020750234794,2.1806389685301424
41.393443310769214,2.1777569604498463
41.39725999999999,2.176744933795031
41.40107646511916,2.1777569604498463
41.404311732487166,2.1806389685301424
41.406473379261264,2.1849521984311613
41.40723243160438,2.1900399999999998
41.406473379261264,2.1951278015688382
41.404311732487166,2.199441031469857
41.40107646511916,2.202323039550153
41.39725999999999,2.2033350662049687
41.394216982101305,2.199833234235933
41.39163712451247,2.197535416982724
41.38991326172102,2.1940964904400198
41.38930791076491,2.1900399999999998
41.38991326172102,2.1859835095599798
41.39163712451247,2.1825445830172754
41.394216982101305,2.1802467657640667
41.39725999999999,2.1794398796473895
41.40030287543474,2.1802467657640667
41.402882389085235,2.1825445830172754
41.404605907938326,2.1859835095599798
41.40521111643051,2.1900399999999998
41.404605907938326,2.1940964904400193
41.402882389085235,2.197535416982724
41.40030287543474,2.199833234235933
41.39725999999999,2.20064012035261
41.39499064422514,2.1973434289217124
41.393066715238376,2.1956298024955907
41.3917811552528,2.1930651793112013
41.39132972058737,2.1900399999999998
41.3917811552528,2.1870148206887987
41.393066715238376,2.184450197504409
41.39499064422514,2.182736571078287
41.39725999999999,2.182134825499748
41.399529276541806,2.182736571078287
41.40145301424313,2.184450197504409
41.402738382943255,2.1870148206887987
41.40318973837565,2.1900399999999998
41.402738382943255,2.1930651793112013
41.40145301424313,2.1956298024955907
41.399529276541806,2.1973434289217124
41.39725999999999,2.1979451745002514
41.39576429714067,2.1948536236074925
41.39449627452547,2.1937241880084573
41.39364899511549,2.1920338681823823
41.3933514675327,2.1900399999999998
41.39364899511549,2.188046131817617
41.39449627452547,2.186355811991542
41.39576429714067,2.1852263763925075
41.39725999999999,2.1848297713521068
41.39875566844041,2.1852263763925075
41.40002360796105,2.186355811991542
41.40087080427649,2.188046131817617
41.40116829744037,2.1900399999999998
41.40087080427649,2.1920338681823823
41.40002360796105,2.1937241880084573
41.39875566844041,2.1948536236074925
41.39725999999999,2.1952502286478928
41.3965379408479,2.192363818293272
41.39592580237358,2.191818573521324
41.39551678130863,2.191002557053564
41.39537315160034,2.1900399999999998
41.39551678130863,2.189077442946436
41.39592580237358,2.1882614264786753
41.3965379408479,2.1877161817067274
41.39725999999999,2.1875247172044654
41.397982051130555,2.1877161817067274
41.39859417023921,2.1882614264786753
41.399003171938475,2.189077442946436
41.39914679362523,2.1900399999999998
41.399003171938475,2.191002557053564
41.39859417023921,2.191818573521324
41.397982051130555,2.192363818293272
41.39725999999999,2.1925552827955346
